source,target,identity,evalue,bitscore
O65719,P17156,0.39,0.0,0.0
O65719,P17879,0.3778,0.0,0.0
O66200,P0A6F5,0.8199,0.0,0.0
O66200,P0C0Z7,0.25,0.0,0.0
O66200,P10809,0.156,0.0,0.0
O70126,O88445,0.3393,0.0,0.0
O70127,O80725,0.1562,0.0,0.0
O70127,O95342,0.4358,0.0,0.0
O70127,P06795,0.1543,0.0,0.0
O70127,P08183,0.1618,0.0,0.0
O70138,O88766,0.639,0.0,0.0
O70138,P03956,0.1617,0.0,0.0
O70138,P13943,0.1623,0.0,0.0
O70167,O70173,0.5097,0.0,0.0
O70167,O75747,0.2971,0.0,0.0
O70172,O88370,0.23,0.0,0.0
O70172,O88377,0.4299,0.0,0.0
O70173,O75747,0.2847,0.0,0.0
O70228,O75110,0.896,0.0,0.0
O70260,O75925,0.2555,0.0,0.0
O70260,O75928,0.2497,0.0,0.0
O70260,O88907,0.2602,0.0,0.0
O70277,O75382,0.9094,0.0,0.0
O70291,O70293,0.2692,0.0,0.0
O70374,O75081,0.2567,0.0,0.0
O70405,O75385,0.676,0.0,0.0
O70441,O88935,0.238,0.0,0.0
O70441,P09951,0.2324,0.0,0.0
O70441,P17600,0.2282,0.0,0.0
O70444,P06803,0.2737,0.0,0.0
O70444,P11309,0.2695,0.0,0.0
O70494,O89090,0.2347,0.0,0.0
O70494,P08047,0.2417,0.0,0.0
O70594,O76082,0.5288,0.0,0.0
O73673,P04150,0.2178,0.0,0.0
O73673,P06186,0.1565,0.0,0.0
O73673,P06401,0.1566,0.0,0.0
O73673,P06536,0.2102,0.0,0.0
O73673,P06537,0.215,0.0,0.0
O73673,P07812,0.1569,0.0,0.0
O73673,P08235,0.1605,0.0,0.0
O73689,O95409,0.4114,0.0,0.0
O73693,P08046,0.2273,0.0,0.0
O73693,P08152,0.1697,0.0,0.0
O73693,P08154,0.2335,0.0,0.0
O73693,P11161,0.1824,0.0,0.0
O73798,P06213,0.166,0.0,0.0
O73798,P08069,0.3252,0.0,0.0
O73798,P14616,0.17,0.0,0.0
O73798,P14617,0.1593,0.0,0.0
O73798,P15127,0.1617,0.0,0.0
O73798,P15208,0.1663,0.0,0.0
O73875,O73878,0.3605,0.0,0.0
O73875,P09759,0.2384,0.0,0.0
O73878,P09759,0.2517,0.0,0.0
O73885,P02825,0.3611,0.0,0.0
O73885,P06761,0.2537,0.0,0.0
O73885,P07823,0.2521,0.0,0.0
O73885,P08106,0.5509,0.0,0.0
O73885,P09435,0.3669,0.0,0.0
O73885,P09446,0.5123,0.0,0.0
O73885,P0A6Y8,0.1832,0.0,0.0
O73885,P0CS90,0.1891,0.0,0.0
O73885,P0CS91,0.1877,0.0,0.0
O73885,P0DMV8,0.5204,0.0,0.0
O73885,P0DMV9,0.5204,0.0,0.0
O73885,P0DMW0,0.5178,0.0,0.0
O73885,P0DMW1,0.5178,0.0,0.0
O73885,P10591,0.4038,0.0,0.0
O73885,P10592,0.3938,0.0,0.0
O73885,P11021,0.2543,0.0,0.0
O73885,P11142,0.8989,0.0,0.0
O73885,P11147,0.5597,0.0,0.0
O73885,P11484,0.2342,0.0,0.0
O73885,P14659,0.5636,0.0,0.0
O73885,P16474,0.2593,0.0,0.0
O73885,P16627,0.4906,0.0,0.0
O73885,P17066,0.4,0.0,0.0
O73885,P17156,0.5636,0.0,0.0
O73885,P17879,0.4994,0.0,0.0
O74201,P06104,0.3431,0.0,0.0
O74201,P0CS16,0.2148,0.0,0.0
O74201,P0CS17,0.2148,0.0,0.0
O74456,P06493,0.1581,0.0,0.0
O74456,P11440,0.1653,0.0,0.0
O74456,P17157,0.182,0.0,0.0
O74536,O94168,0.1826,0.0,0.0
O74536,P06782,0.181,0.0,0.0
O74805,O94477,0.1849,0.0,0.0
O74805,P08964,0.151,0.0,0.0
O75037,O95239,0.1734,0.0,0.0
O75037,P17210,0.1507,0.0,0.0
O75116,O77819,0.367,0.0,0.0
O75116,P02562,0.1695,0.0,0.0
O75116,P12270,0.1534,0.0,0.0
O75150,O93308,0.1619,0.0,0.0
O75150,O94804,0.1535,0.0,0.0
O75150,O95347,0.1504,0.0,0.0
O75150,O97593,0.1643,0.0,0.0
O75150,P02562,0.1712,0.0,0.0
O75150,P12270,0.1606,0.0,0.0
O75151,P0CH95,0.1968,0.0,0.0
O75164,O94953,0.2343,0.0,0.0
O75185,P13585,0.1509,0.0,0.0
O75185,P13586,0.1866,0.0,0.0
O75367,O93327,0.8204,0.0,0.0
O75398,O88450,0.7663,0.0,0.0
O75446,O88574,0.8257,0.0,0.0
O75582,O75676,0.2601,0.0,0.0
O75594,O88593,0.2138,0.0,0.0
O75677,O75679,0.6612,0.0,0.0
O75716,O88697,0.7227,0.0,0.0
O75900,O88272,0.53,0.0,0.0
O75900,O88676,0.5226,0.0,0.0
O75914,O88643,0.4963,0.0,0.0
O75925,O75928,0.2304,0.0,0.0
O75925,O88907,0.9024,0.0,0.0
O75928,O88907,0.2375,0.0,0.0
O75976,O89001,0.6503,0.0,0.0
O76080,O88878,0.9393,0.0,0.0
O76360,P0C605,0.1508,0.0,0.0
O76924,O95376,0.2192,0.0,0.0
O77628,P01101,0.7206,0.0,0.0
O77628,P12841,0.7266,0.0,0.0
O77676,P00516,0.9405,0.0,0.0
O77676,P0C605,0.927,0.0,0.0
O77708,P08413,0.5119,0.0,0.0
O77708,P11275,0.5142,0.0,0.0
O77708,P11730,0.5,0.0,0.0
O77708,P11798,0.5142,0.0,0.0
O77708,P15791,0.924,0.0,0.0
O77819,P02562,0.1628,0.0,0.0
O77819,P12270,0.1754,0.0,0.0
O78750,P00403,0.2651,0.0,0.0
O78750,P00405,0.6692,0.0,0.0
O80337,O80338,0.2992,0.0,0.0
O80434,O81081,0.1659,0.0,0.0
O80725,O95342,0.1506,0.0,0.0
O80725,P08183,0.1598,0.0,0.0
O80860,O80983,0.1519,0.0,0.0
O80860,P0AAI3,0.1653,0.0,0.0
O80939,O81291,0.352,0.0,0.0
O80983,P0AAI3,0.1545,0.0,0.0
O81108,P11505,0.1631,0.0,0.0
O81108,P11506,0.1689,0.0,0.0
O81126,O81127,0.3467,0.0,0.0
O81481,P0DXI0,0.2615,0.0,0.0
O81905,P0DH86,0.2871,0.0,0.0
O82318,P14605,0.15,0.0,0.0
O87761,P0A7E5,0.15,0.0,0.0
O87761,P13242,0.221,0.0,0.0
O88037,P08392,0.1722,0.0,0.0
O88037,P17473,0.1502,0.0,0.0
O88269,O88563,0.1634,0.0,0.0
O88269,O95255,0.3954,0.0,0.0
O88272,O88676,0.7612,0.0,0.0
O88286,O95785,0.4485,0.0,0.0
O88329,O94832,0.1566,0.0,0.0
O88329,P10569,0.1566,0.0,0.0
O88370,O88377,0.2269,0.0,0.0
O88428,O95340,0.7162,0.0,0.0
O88444,O95622,0.1689,0.0,0.0
O88506,O95747,0.4139,0.0,0.0
O88508,O88509,0.2087,0.0,0.0
O88508,P0DOY1,0.1877,0.0,0.0
O88509,P0DOY1,0.4929,0.0,0.0
O88563,O95255,0.158,0.0,0.0
O88569,P04256,0.3418,0.0,0.0
O88569,P09651,0.3498,0.0,0.0
O88737,O88778,0.8007,0.0,0.0
O88737,O94761,0.1637,0.0,0.0
O88737,P08151,0.1541,0.0,0.0
O88737,P08392,0.1528,0.0,0.0
O88737,P0C5W1,0.1618,0.0,0.0
O88737,P10070,0.1533,0.0,0.0
O88737,P10636,0.1522,0.0,0.0
O88737,P10637,0.1533,0.0,0.0
O88737,P17473,0.1729,0.0,0.0
O88766,P03956,0.1678,0.0,0.0
O88766,P13943,0.1654,0.0,0.0
O88778,O94761,0.1679,0.0,0.0
O88778,O95785,0.1502,0.0,0.0
O88778,P00519,0.1554,0.0,0.0
O88778,P00520,0.1529,0.0,0.0
O88778,P06401,0.1512,0.0,0.0
O88778,P08392,0.1679,0.0,0.0
O88778,P0C5W1,0.1644,0.0,0.0
O88778,P10636,0.155,0.0,0.0
O88778,P10637,0.1619,0.0,0.0
O88778,P17473,0.1811,0.0,0.0
O88850,O88904,0.2744,0.0,0.0
O88935,P09951,0.9285,0.0,0.0
O88935,P17600,0.8643,0.0,0.0
O88939,O95365,0.732,0.0,0.0
O89042,P09884,0.6089,0.0,0.0
O89086,O93235,0.2345,0.0,0.0
O89090,P08047,0.8413,0.0,0.0
O89290,O89291,0.4325,0.0,0.0
O89290,O89939,0.2728,0.0,0.0
O89290,O89940,0.5503,0.0,0.0
O89290,O91079,0.2104,0.0,0.0
O89290,O91080,0.4271,0.0,0.0
O89290,O93182,0.2977,0.0,0.0
O89290,O93215,0.5957,0.0,0.0
O89290,P03347,0.2841,0.0,0.0
O89290,P03348,0.2868,0.0,0.0
O89290,P03349,0.291,0.0,0.0
O89290,P03366,0.5675,0.0,0.0
O89290,P03367,0.5727,0.0,0.0
O89290,P03369,0.5705,0.0,0.0
O89290,P04584,0.2199,0.0,0.0
O89290,P04585,0.5765,0.0,0.0
O89290,P04587,0.5546,0.0,0.0
O89290,P04588,0.6009,0.0,0.0
O89290,P04589,0.5485,0.0,0.0
O89290,P04590,0.1552,0.0,0.0
O89290,P04591,0.282,0.0,0.0
O89290,P04592,0.2913,0.0,0.0
O89290,P04593,0.2832,0.0,0.0
O89290,P04594,0.2936,0.0,0.0
O89290,P05887,0.2904,0.0,0.0
O89290,P05888,0.2918,0.0,0.0
O89290,P05889,0.2773,0.0,0.0
O89290,P05890,0.2805,0.0,0.0
O89290,P05895,0.2053,0.0,0.0
O89290,P05896,0.2063,0.0,0.0
O89290,P05897,0.2083,0.0,0.0
O89290,P05959,0.567,0.0,0.0
O89290,P05960,0.3305,0.0,0.0
O89290,P05961,0.5649,0.0,0.0
O89290,P05962,0.2021,0.0,0.0
O89290,P0C1K7,0.2728,0.0,0.0
O89290,P0C6F2,0.5813,0.0,0.0
O89290,P12451,0.2137,0.0,0.0
O89290,P12493,0.3031,0.0,0.0
O89290,P12494,0.2785,0.0,0.0
O89290,P12495,0.2993,0.0,0.0
O89290,P12497,0.5921,0.0,0.0
O89290,P12498,0.3103,0.0,0.0
O89290,P12499,0.583,0.0,0.0
O89290,P12502,0.2093,0.0,0.0
O89290,P15833,0.2024,0.0,0.0
O89290,P17282,0.2069,0.0,0.0
O89290,P17283,0.4328,0.0,0.0
O89290,P17757,0.2089,0.0,0.0
O89290,P18042,0.2116,0.0,0.0
O89291,O89939,0.4944,0.0,0.0
O89291,O89940,0.2728,0.0,0.0
O89291,O91079,0.3208,0.0,0.0
O89291,O91080,0.2005,0.0,0.0
O89291,O93182,0.5327,0.0,0.0
O89291,O93215,0.2932,0.0,0.0
O89291,P03347,0.4804,0.0,0.0
O89291,P03348,0.4882,0.0,0.0
O89291,P03349,0.5088,0.0,0.0
O89291,P03366,0.2778,0.0,0.0
O89291,P03367,0.282,0.0,0.0
O89291,P03369,0.2875,0.0,0.0
O89291,P04584,0.1527,0.0,0.0
O89291,P04585,0.2772,0.0,0.0
O89291,P04587,0.2764,0.0,0.0
O89291,P04588,0.2964,0.0,0.0
O89291,P04589,0.2842,0.0,0.0
O89291,P04590,0.1967,0.0,0.0
O89291,P04591,0.4811,0.0,0.0
O89291,P04592,0.5145,0.0,0.0
O89291,P04593,0.4788,0.0,0.0
O89291,P04594,0.5429,0.0,0.0
O89291,P05887,0.5024,0.0,0.0
O89291,P05888,0.5136,0.0,0.0
O89291,P05889,0.4533,0.0,0.0
O89291,P05890,0.5016,0.0,0.0
O89291,P05891,0.1702,0.0,0.0
O89291,P05892,0.1679,0.0,0.0
O89291,P05893,0.1831,0.0,0.0
O89291,P05894,0.1833,0.0,0.0
O89291,P05959,0.2747,0.0,0.0
O89291,P05960,0.4083,0.0,0.0
O89291,P05961,0.2891,0.0,0.0
O89291,P0C1K7,0.4872,0.0,0.0
O89291,P0C6F2,0.2787,0.0,0.0
O89291,P12450,0.1751,0.0,0.0
O89291,P12493,0.5351,0.0,0.0
O89291,P12494,0.5089,0.0,0.0
O89291,P12495,0.5477,0.0,0.0
O89291,P12496,0.1771,0.0,0.0
O89291,P12497,0.2931,0.0,0.0
O89291,P12498,0.4225,0.0,0.0
O89291,P12499,0.2965,0.0,0.0
O89291,P15832,0.1905,0.0,0.0
O89291,P17282,0.3207,0.0,0.0
O89291,P17283,0.1977,0.0,0.0
O89291,P17756,0.1638,0.0,0.0
O89291,P18041,0.1751,0.0,0.0
O89939,O89940,0.4244,0.0,0.0
O89939,O91079,0.294,0.0,0.0
O89939,O91080,0.1877,0.0,0.0
O89939,O93182,0.5024,0.0,0.0
O89939,O93215,0.275,0.0,0.0
O89939,P03347,0.4475,0.0,0.0
O89939,P03348,0.4482,0.0,0.0
O89939,P03349,0.4496,0.0,0.0
O89939,P03366,0.267,0.0,0.0
O89939,P03367,0.2676,0.0,0.0
O89939,P03369,0.2598,0.0,0.0
O89939,P04585,0.2665,0.0,0.0
O89939,P04587,0.2644,0.0,0.0
O89939,P04588,0.283,0.0,0.0
O89939,P04589,0.2579,0.0,0.0
O89939,P04590,0.1728,0.0,0.0
O89939,P04591,0.4527,0.0,0.0
O89939,P04592,0.4594,0.0,0.0
O89939,P04593,0.4415,0.0,0.0
O89939,P04594,0.5097,0.0,0.0
O89939,P05887,0.4197,0.0,0.0
O89939,P05888,0.4499,0.0,0.0
O89939,P05889,0.387,0.0,0.0
O89939,P05890,0.4475,0.0,0.0
O89939,P05891,0.1512,0.0,0.0
O89939,P05892,0.1675,0.0,0.0
O89939,P05893,0.1768,0.0,0.0
O89939,P05894,0.1756,0.0,0.0
O89939,P05959,0.2546,0.0,0.0
O89939,P05960,0.3564,0.0,0.0
O89939,P05961,0.265,0.0,0.0
O89939,P0C1K7,0.6104,0.0,0.0
O89939,P0C6F2,0.2655,0.0,0.0
O89939,P12493,0.4534,0.0,0.0
O89939,P12494,0.4677,0.0,0.0
O89939,P12495,0.4904,0.0,0.0
O89939,P12496,0.1679,0.0,0.0
O89939,P12497,0.2582,0.0,0.0
O89939,P12498,0.4068,0.0,0.0
O89939,P12499,0.271,0.0,0.0
O89939,P15832,0.1609,0.0,0.0
O89939,P17282,0.3419,0.0,0.0
O89939,P17283,0.2028,0.0,0.0
O89939,P17756,0.1521,0.0,0.0
O89939,P18041,0.1561,0.0,0.0
O89940,O91079,0.2031,0.0,0.0
O89940,O91080,0.4083,0.0,0.0
O89940,O93182,0.2758,0.0,0.0
O89940,O93215,0.5589,0.0,0.0
O89940,P03347,0.2734,0.0,0.0
O89940,P03348,0.2748,0.0,0.0
O89940,P03349,0.2695,0.0,0.0
O89940,P03366,0.544,0.0,0.0
O89940,P03367,0.5463,0.0,0.0
O89940,P03369,0.5221,0.0,0.0
O89940,P04584,0.2148,0.0,0.0
O89940,P04585,0.5514,0.0,0.0
O89940,P04587,0.5396,0.0,0.0
O89940,P04588,0.5887,0.0,0.0
O89940,P04589,0.5195,0.0,0.0
O89940,P04591,0.2748,0.0,0.0
O89940,P04592,0.2697,0.0,0.0
O89940,P04593,0.2713,0.0,0.0
O89940,P04594,0.2813,0.0,0.0
O89940,P05887,0.2621,0.0,0.0
O89940,P05888,0.268,0.0,0.0
O89940,P05889,0.2464,0.0,0.0
O89940,P05890,0.2664,0.0,0.0
O89940,P05895,0.2142,0.0,0.0
O89940,P05896,0.2184,0.0,0.0
O89940,P05897,0.2188,0.0,0.0
O89940,P05959,0.5398,0.0,0.0
O89940,P05960,0.3053,0.0,0.0
O89940,P05961,0.5259,0.0,0.0
O89940,P05962,0.2039,0.0,0.0
O89940,P0C1K7,0.2993,0.0,0.0
O89940,P0C6F2,0.5519,0.0,0.0
O89940,P12451,0.212,0.0,0.0
O89940,P12493,0.2692,0.0,0.0
O89940,P12494,0.2726,0.0,0.0
O89940,P12495,0.2774,0.0,0.0
O89940,P12497,0.5421,0.0,0.0
O89940,P12498,0.3025,0.0,0.0
O89940,P12499,0.5496,0.0,0.0
O89940,P12502,0.211,0.0,0.0
O89940,P15833,0.1822,0.0,0.0
O89940,P17282,0.2091,0.0,0.0
O89940,P17283,0.4317,0.0,0.0
O89940,P17757,0.2178,0.0,0.0
O89940,P18042,0.2116,0.0,0.0
O90368,O90370,0.9456,0.0,0.0
O90368,P03317,0.264,0.0,0.0
O90368,P08411,0.347,0.0,0.0
O90368,P13886,0.9372,0.0,0.0
O90368,P13887,0.3627,0.0,0.0
O90368,P13896,0.2497,0.0,0.0
O90370,P03317,0.26,0.0,0.0
O90370,P08411,0.3472,0.0,0.0
O90370,P13886,0.92,0.0,0.0
O90370,P13887,0.367,0.0,0.0
O90370,P13896,0.2526,0.0,0.0
O90371,P03315,0.2614,0.0,0.0
O90371,P05674,0.1501,0.0,0.0
O90371,P08491,0.2484,0.0,0.0
O90371,P08768,0.1691,0.0,0.0
O90371,P13890,0.239,0.0,0.0
O90371,P13897,0.1514,0.0,0.0
O91079,O91080,0.4361,0.0,0.0
O91079,O93182,0.3291,0.0,0.0
O91079,O93215,0.222,0.0,0.0
O91079,P03347,0.3494,0.0,0.0
O91079,P03348,0.3518,0.0,0.0
O91079,P03349,0.3301,0.0,0.0
O91079,P03366,0.2253,0.0,0.0
O91079,P03367,0.2269,0.0,0.0
O91079,P03369,0.2134,0.0,0.0
O91079,P04585,0.2239,0.0,0.0
O91079,P04587,0.2285,0.0,0.0
O91079,P04588,0.2357,0.0,0.0
O91079,P04589,0.2139,0.0,0.0
O91079,P04590,0.1838,0.0,0.0
O91079,P04591,0.3499,0.0,0.0
O91079,P04592,0.3287,0.0,0.0
O91079,P04593,0.3556,0.0,0.0
O91079,P04594,0.3612,0.0,0.0
O91079,P05887,0.3479,0.0,0.0
O91079,P05888,0.3273,0.0,0.0
O91079,P05889,0.3092,0.0,0.0
O91079,P05890,0.3159,0.0,0.0
O91079,P05891,0.1679,0.0,0.0
O91079,P05892,0.1573,0.0,0.0
O91079,P05893,0.1835,0.0,0.0
O91079,P05894,0.1823,0.0,0.0
O91079,P05959,0.2078,0.0,0.0
O91079,P05960,0.296,0.0,0.0
O91079,P05961,0.2193,0.0,0.0
O91079,P0C1K7,0.2993,0.0,0.0
O91079,P0C6F2,0.2252,0.0,0.0
O91079,P12450,0.1843,0.0,0.0
O91079,P12493,0.3315,0.0,0.0
O91079,P12494,0.3352,0.0,0.0
O91079,P12495,0.3408,0.0,0.0
O91079,P12496,0.1703,0.0,0.0
O91079,P12497,0.2206,0.0,0.0
O91079,P12498,0.2918,0.0,0.0
O91079,P12499,0.2237,0.0,0.0
O91079,P15832,0.1763,0.0,0.0
O91079,P17282,0.3399,0.0,0.0
O91079,P17283,0.201,0.0,0.0
O91079,P17756,0.1673,0.0,0.0
O91079,P18041,0.177,0.0,0.0
O91080,O93182,0.2098,0.0,0.0
O91080,O93215,0.4494,0.0,0.0
O91080,P03347,0.2164,0.0,0.0
O91080,P03348,0.2177,0.0,0.0
O91080,P03349,0.2051,0.0,0.0
O91080,P03366,0.4571,0.0,0.0
O91080,P03367,0.4579,0.0,0.0
O91080,P03369,0.4469,0.0,0.0
O91080,P04584,0.2156,0.0,0.0
O91080,P04585,0.4533,0.0,0.0
O91080,P04587,0.4555,0.0,0.0
O91080,P04588,0.4604,0.0,0.0
O91080,P04589,0.433,0.0,0.0
O91080,P04591,0.2144,0.0,0.0
O91080,P04592,0.2074,0.0,0.0
O91080,P04593,0.2198,0.0,0.0
O91080,P04594,0.2267,0.0,0.0
O91080,P05887,0.222,0.0,0.0
O91080,P05888,0.2115,0.0,0.0
O91080,P05889,0.2052,0.0,0.0
O91080,P05890,0.2004,0.0,0.0
O91080,P05895,0.2199,0.0,0.0
O91080,P05896,0.2102,0.0,0.0
O91080,P05897,0.2122,0.0,0.0
O91080,P05959,0.4491,0.0,0.0
O91080,P05960,0.2509,0.0,0.0
O91080,P05961,0.4446,0.0,0.0
O91080,P05962,0.2077,0.0,0.0
O91080,P0C1K7,0.1898,0.0,0.0
O91080,P0C6F2,0.456,0.0,0.0
O91080,P12451,0.221,0.0,0.0
O91080,P12493,0.2135,0.0,0.0
O91080,P12494,0.21,0.0,0.0
O91080,P12495,0.2124,0.0,0.0
O91080,P12497,0.4605,0.0,0.0
O91080,P12498,0.2233,0.0,0.0
O91080,P12499,0.4601,0.0,0.0
O91080,P12502,0.2125,0.0,0.0
O91080,P15833,0.1951,0.0,0.0
O91080,P17282,0.2153,0.0,0.0
O91080,P17283,0.4463,0.0,0.0
O91080,P17757,0.2161,0.0,0.0
O91080,P18042,0.2115,0.0,0.0
O91532,O92920,0.6538,0.0,0.0
O91532,P03146,0.6916,0.0,0.0
O91532,P03148,0.7756,0.0,0.0
O91532,P03153,0.2671,0.0,0.0
O91532,P0C573,0.7926,0.0,0.0
O91532,P0C625,0.9073,0.0,0.0
O91532,P0C692,0.9747,0.0,0.0
O91532,P0C699,0.7926,0.0,0.0
O91532,P0C6G7,0.7289,0.0,0.0
O91532,P0C6G9,0.7523,0.0,0.0
O91532,P0C6H2,0.7105,0.0,0.0
O91532,P0C6H3,0.5703,0.0,0.0
O91532,P0C6H5,0.7289,0.0,0.0
O91532,P0C6I5,0.69,0.0,0.0
O91532,P0C6J2,0.2778,0.0,0.0
O91532,P0C6J3,0.2564,0.0,0.0
O91532,P0C6J4,0.2686,0.0,0.0
O91532,P0C6J5,0.2686,0.0,0.0
O91532,P0C6J6,0.2686,0.0,0.0
O91532,P17099,0.8937,0.0,0.0
O91734,P03300,0.2004,0.0,0.0
O91734,P03301,0.1999,0.0,0.0
O91734,P03302,0.2058,0.0,0.0
O91734,P03303,0.1546,0.0,0.0
O91734,P03313,0.4333,0.0,0.0
O91734,P04936,0.1563,0.0,0.0
O91734,P06209,0.2081,0.0,0.0
O91734,P06210,0.2047,0.0,0.0
O91734,P07210,0.1552,0.0,0.0
O91734,P08291,0.4515,0.0,0.0
O91734,P08292,0.4415,0.0,0.0
O91734,P12915,0.1568,0.0,0.0
O91734,P12916,0.1541,0.0,0.0
O91734,P13900,0.4475,0.0,0.0
O91734,P16604,0.4407,0.0,0.0
O91936,O92529,0.3674,0.0,0.0
O91936,O92530,0.3625,0.0,0.0
O91936,O92531,0.3755,0.0,0.0
O91936,O92532,0.3938,0.0,0.0
O91936,O92972,0.4037,0.0,0.0
O92529,O92530,0.4054,0.0,0.0
O92529,O92531,0.4071,0.0,0.0
O92529,O92532,0.4182,0.0,0.0
O92529,O92972,0.3568,0.0,0.0
O92530,O92531,0.4323,0.0,0.0
O92530,O92532,0.4205,0.0,0.0
O92530,O92972,0.3859,0.0,0.0
O92531,O92532,0.4886,0.0,0.0
O92531,O92972,0.351,0.0,0.0
O92532,O92972,0.3667,0.0,0.0
O92920,P03146,0.6318,0.0,0.0
O92920,P03148,0.556,0.0,0.0
O92920,P03153,0.2824,0.0,0.0
O92920,P0C573,0.7309,0.0,0.0
O92920,P0C625,0.6303,0.0,0.0
O92920,P0C692,0.6724,0.0,0.0
O92920,P0C699,0.6017,0.0,0.0
O92920,P0C6G7,0.6426,0.0,0.0
O92920,P0C6G9,0.6638,0.0,0.0
O92920,P0C6H2,0.6261,0.0,0.0
O92920,P0C6H3,0.5645,0.0,0.0
O92920,P0C6H5,0.6426,0.0,0.0
O92920,P0C6I5,0.5802,0.0,0.0
O92920,P0C6J2,0.268,0.0,0.0
O92920,P0C6J3,0.2468,0.0,0.0
O92920,P0C6J4,0.2589,0.0,0.0
O92920,P0C6J5,0.2589,0.0,0.0
O92920,P0C6J6,0.2589,0.0,0.0
O92920,P17099,0.6141,0.0,0.0
O92954,O92956,0.7131,0.0,0.0
O92954,P03322,0.8685,0.0,0.0
O92954,P03354,0.6369,0.0,0.0
O92954,P0C776,0.9008,0.0,0.0
O92956,P03322,0.6351,0.0,0.0
O92956,P03354,0.89,0.0,0.0
O92956,P0C776,0.6567,0.0,0.0
O93182,O93215,0.441,0.0,0.0
O93182,P03347,0.4976,0.0,0.0
O93182,P03348,0.5056,0.0,0.0
O93182,P03349,0.5096,0.0,0.0
O93182,P03366,0.2933,0.0,0.0
O93182,P03367,0.2963,0.0,0.0
O93182,P03369,0.2956,0.0,0.0
O93182,P04584,0.1583,0.0,0.0
O93182,P04585,0.2913,0.0,0.0
O93182,P04587,0.293,0.0,0.0
O93182,P04588,0.3238,0.0,0.0
O93182,P04589,0.2947,0.0,0.0
O93182,P04590,0.1948,0.0,0.0
O93182,P04591,0.496,0.0,0.0
O93182,P04592,0.5351,0.0,0.0
O93182,P04593,0.496,0.0,0.0
O93182,P04594,0.6072,0.0,0.0
O93182,P05887,0.4819,0.0,0.0
O93182,P05888,0.4607,0.0,0.0
O93182,P05889,0.4369,0.0,0.0
O93182,P05890,0.4905,0.0,0.0
O93182,P05891,0.1654,0.0,0.0
O93182,P05892,0.1506,0.0,0.0
O93182,P05893,0.1811,0.0,0.0
O93182,P05894,0.1843,0.0,0.0
O93182,P05959,0.2778,0.0,0.0
O93182,P05960,0.3912,0.0,0.0
O93182,P05961,0.2788,0.0,0.0
O93182,P0C1K7,0.4857,0.0,0.0
O93182,P0C6F2,0.2941,0.0,0.0
O93182,P12450,0.1661,0.0,0.0
O93182,P12493,0.5259,0.0,0.0
O93182,P12494,0.4952,0.0,0.0
O93182,P12495,0.5484,0.0,0.0
O93182,P12496,0.1796,0.0,0.0
O93182,P12497,0.2913,0.0,0.0
O93182,P12498,0.4088,0.0,0.0
O93182,P12499,0.2947,0.0,0.0
O93182,P15832,0.1797,0.0,0.0
O93182,P17282,0.3217,0.0,0.0
O93182,P17283,0.1974,0.0,0.0
O93182,P17756,0.1648,0.0,0.0
O93182,P18041,0.1761,0.0,0.0
O93209,P14350,0.2734,0.0,0.0
O93215,P03347,0.2925,0.0,0.0
O93215,P03348,0.2965,0.0,0.0
O93215,P03349,0.2921,0.0,0.0
O93215,P03366,0.5681,0.0,0.0
O93215,P03367,0.5776,0.0,0.0
O93215,P03369,0.5839,0.0,0.0
O93215,P04584,0.2238,0.0,0.0
O93215,P04585,0.5786,0.0,0.0
O93215,P04587,0.5662,0.0,0.0
O93215,P04588,0.6133,0.0,0.0
O93215,P04589,0.5937,0.0,0.0
O93215,P04590,0.1567,0.0,0.0
O93215,P04591,0.2903,0.0,0.0
O93215,P04592,0.2961,0.0,0.0
O93215,P04593,0.2928,0.0,0.0
O93215,P04594,0.3136,0.0,0.0
O93215,P05887,0.277,0.0,0.0
O93215,P05888,0.2784,0.0,0.0
O93215,P05889,0.2707,0.0,0.0
O93215,P05890,0.2815,0.0,0.0
O93215,P05895,0.2182,0.0,0.0
O93215,P05896,0.2085,0.0,0.0
O93215,P05897,0.2089,0.0,0.0
O93215,P05959,0.5816,0.0,0.0
O93215,P05960,0.3167,0.0,0.0
O93215,P05961,0.5572,0.0,0.0
O93215,P05962,0.2068,0.0,0.0
O93215,P0C1K7,0.269,0.0,0.0
O93215,P0C6F2,0.5862,0.0,0.0
O93215,P12451,0.2118,0.0,0.0
O93215,P12493,0.2955,0.0,0.0
O93215,P12494,0.2735,0.0,0.0
O93215,P12495,0.2918,0.0,0.0
O93215,P12497,0.58,0.0,0.0
O93215,P12498,0.3004,0.0,0.0
O93215,P12499,0.5995,0.0,0.0
O93215,P12502,0.2091,0.0,0.0
O93215,P15833,0.1965,0.0,0.0
O93215,P17282,0.2055,0.0,0.0
O93215,P17283,0.4342,0.0,0.0
O93215,P17757,0.2095,0.0,0.0
O93215,P18042,0.2138,0.0,0.0
O93257,P12956,0.2626,0.0,0.0
O93308,O93309,0.1596,0.0,0.0
O93308,O94383,0.1594,0.0,0.0
O93308,O95239,0.1504,0.0,0.0
O93308,O97593,0.7538,0.0,0.0
O93308,O97594,0.1614,0.0,0.0
O93308,P02562,0.1738,0.0,0.0
O93308,P12270,0.1504,0.0,0.0
O93308,P12753,0.1538,0.0,0.0
O93309,O95239,0.1517,0.0,0.0
